cerdo		Albóndigas de cerdo con ajo y perejil (Noel)
cerdo		Albóndigas de cerdo y vacuno Classic Carrefour sin gluten 415 g.
cerdo		Albóndigas de merluza con almejas CARRETILLA, bandeja 320 g
cerdo		Albóndigas de merluza con almejas Carretilla sin gluten 320 g.
cerdo		Albóndigas jardinera Carretilla 415 g.
otros		Alcachofa 10/12 frutos EROSKI, frasco 175 g
otros		Alcachofa 20/30 frutos EROSKI, frasco 175 g
otros		Alcachofa 6/8 frutos EROSKI, lata 240 g
otros		Alcachofa IGP ANKO, frasco 400 g
otros		Alcachofa PEDRO LUIS, frasco 252 g
otros		Alcachofa VIVE+, caja 50 cápsulas
aceites		Alcachofa en aceite de oliva Eroski SELEQTIA, frasco 330 g
otros		Alcachofa en mitades EROSKI, frasco 320 g
otros		Alcachofa natural LEYENDA, frasco 400 g
otros		Alcachofas Gvtarra 400 g.
fiambres		Alcachofas con jamón EROSKI, bandeja 260 g
otros		Alcachofas cortadas EROSKI, bolsa 450 g
otros		Alcaparras en vinagre EROSKI, frasco 80 g
otros		Alcaparras en vinagre El Faro 170 g.
otros		Alcaparras en vinagre FRAGATA, frasco 99 g
frutas		Alga Chlorella Bio 90 g Doypack Superalimentos (Drasanvi)
frutas		Alga Spirulina Bio 150 g Doypack Superalimentos Drasanvi
pavo		Alhóndigas de Pollo y Pavo Carrefour El Mercado 414 g
instantanea		Alimento infantil con puré de 4 frutas happy fruits Nestlé 110 g
instantanea		Alimento infantil con puré de frutas mediterráneo Hero 100 g
instantanea		Alimento infantil con puré de manzana, plátano y fresa Nestlé Naturnes 90 g
instantanea		Alimento infantil con puré de pera, manzana, naranja y plátano Nestlé 90 g
instantanea		Alimento infantil con puré de plátano, fresa y manzana Hero 4 x 100 g
instantanea		Alimento infantil con puré multifrutas Nestlé 90 g
dulces		Alimento infantil con puré naranja, plátano, pera y galleta Hero 4 x 100 g
dulces		Alimento infantil con puré plátano, naranja y galleta Nestlé 4 x 90 g
